artigo_id_unico;titulo_unico;consulta_nome;base;autores;ano;abstract;journal;tipo_documento2;url;volume;pages;ISSN_ISBN;DOI;Excluir-2revisores2
1083;ASPECT BASED SENTIMENT ANALYSIS USING SUPPORT VECTOR MACHINE CLASSIFIER;SCOPUS;SCOPUS;Varghese, R. and Jayasree, M.;2013;Sentiment Analysis involves the process of identifying the polarity of opinionated texts. Lots of social networking sites are being used for expressing thoughts and opinions by users to rate products. These user opinionated text is highly unstructured in nature and thus involves the application of various natural language processing techniques. In aspect based sentiment analysis, the various features of a product is identified through the training process. For e.g. the aspects of a camera are picture quality, size, resolution etc. The quantitative analysis of each aspect is done using support vector machine classifier. In most of the previous works, a product review is analysed as a whole rather than considering each aspect of it. Aspect based opinion mining is tedious since the identification of individual features is in itself a challenging task. Â© 2013 IEEE.;Proceedings of the 2013 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2013;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84891909877&partnerID=40&md5=d657c60fec232f79a86d9b5870405089;NULO;1581-1586;10.1109/ICACCI.2013.6637416;NULO;Incluir
1084;ASPECT BASED SUMMARIZATION OF CONTEXT DEPENDENT OPINION WORDS;SCIENCE_DIRECT;SCIENCE_DIRECT;Hitesh Kansal and Durga Toshniwal;2014;Abstract Popularity and availability of opinion-rich resources in e-commerce platform is growing rapidly. Before buying any product, one is interested to know the opinion of other people about that product. For any product, there are hundreds of reviews available online so it becomes very difficult for the customers to read all the reviews. Also, one cannot set his mind based on reading some of the review since it gives him a biased view about that product. So we need to automate this process. As we know, there are lots of opinion words present in the sentences of a review which will tell about the polarity of that product. Out of all the opinion words, some words behave in the same manner means they have the same polarity in all contexts, but some words are context dependent means they have different polarity in different context. In this paper, we proposed an Aspect Based Sentiment Analysis and Summarization (ASAS) System, which handles the context dependent opinion words that has been the cause of major difficulties. For finding the opinion polarity, first, we used an online dictionary for classifying the context independent opinion word. Second, we used natural linguistic rules for assigning the polarity to maximum possible context dependent words. These steps create the training data set. Third, for classification of the remaining opinion words, we used opinion words and feature together rather than opinion words alone, because the same opinion word can have different polarity in the same domain. Then we used our Interaction Information method to classify the feature-opinion pairs. Fourth, as negation plays a very crucial role, we found negation words and flipped the polarity of the corresponding opinion word. Finally, after classifying each opinion word, the system generated a short summary for that particular product based on each feature;Procedia Computer Science;NULO;http://www.sciencedirect.com/science/article/pii/S1877050914010618;35;166 - 175;http://dx.doi.org/10.1016/j.procs.2014.08.096;1877-0509;Incluir
1085;ASPECT EXTRACTION THROUGH SEMI-SUPERVISED MODELING;SCOPUS;SCOPUS;Mukherjee, A. and Liu, B.;2012;Aspect extraction is a central problem in sentiment analysis. Current methods either extract aspects without categorizing them, or extract and categorize them using unsupervised topic modeling. By categorizing, we mean the synonymous aspects should be clustered into the same category. In this paper, we solve the problem in a different setting where the user provides some seed words for a few aspect categories and the model extracts and clusters aspect terms into categories simultaneously. This setting is important because categorizing aspects is a subjective task. For different application purposes, different categorizations may be needed. Some form of user guidance is desired. In this paper, we propose two statistical models to solve this seeded problem, which aim to discover exactly what the user wants. Our experimental results show that the two proposed models are indeed able to perform the task effectively. Â© 2012 Association for computational Linguistics.;50th Annual Meeting of the Association for Computational Linguistics, ACL 2012 - Proceedings of the Conference;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84878173804&partnerID=40&md5=daaa17b3ab4ef1bab79fb216bf0db753;1;339-348;NULO;NULO;Incluir
1086;ASPECT IDENTIFICATION AND SENTIMENT ANALYSIS BASED ON NLP;IEEE_B;IEEE;Li Zhang and Weiran Xu and Si Li;2012;This paper proposes method for aspect identification and sentiment analysis. This paper deals with the problem of sentence level. We use semantic syntax tree to extract NP nodes, a method based on slack to identify aspect and mini-support function to narrow aspect:, to analyze the sentiment for the aspect we use dictionary-based method. Experimental results show that the proposed approach achieves the state-of-the-art.;Network Infrastructure and Digital Content (IC-NIDC), 2012 3rd IEEE International Conference on;NULO;NULO;NULO;660-664;10.1109/ICNIDC.2012.6418838;NULO;Incluir
1087;ASPECT-BASED OPINION MINING AND RECOMMENDATION SYSTEM FOR RESTAURANT REVIEWS;SCOPUS;SCOPUS;Suresh, V. and Roohi, S. and Eirinaki, M.;2014;The success of a product/service in e-commerce largely depends on the user reviews. A product/service that has a higher average review or rating usually gets picked against a similar product/service with less favorable reviews. Reviews usually have an overall rating, but most of the times there are sub-texts in the review body that describe certain features/aspects of the product. This demonstration presents a system that extracts aspect-specific ratings from reviews and also recommends reviews to users based on their and other users rating patterns.;RecSys 2014 - Proceedings of the 8th ACM Conference on Recommender Systems;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84908875539&partnerID=40&md5=de151088515237d657525eecb5ff9066;NULO;361-362;10.1145/2645710.2645716;NULO;Incluir
1088;ASPECT-BASED OPINION MINING AND RECOMMENDATIONSYSTEM FOR RESTAURANT REVIEWS;ACM;ACM;Suresh, Vaishak and Roohi, Syeda and Eirinaki, Magdalini;2014;The success of a product/service in e-commerce largely depends on the user reviews. A product/service that has a higher average review or rating usually gets picked against a similar product/service with less favorable reviews. Reviews usually have an overall rating, but most of the times there are sub-texts in the review body that describe certain features/aspects of the product. This demonstration presents a system that extracts aspect-specific ratings from reviews and also recommends reviews to users based on their and other users rating patterns.;Proceedings of the 8th ACM Conference on Recommender Systems;NULO;http://doi.acm.org/10.1145/2645710.2645716;NULO;361--362;10.1145/2645710.2645716;978-1-4503-2668-1;Excluir
1089;ASPECT-BASED OPINION MINING FROM PRODUCT REVIEWS;ACM;ACM;Moghaddam, Samaneh and Ester, Martin;2012;--What other people think-- has always been an important piece of information for most of us during the decision-making process. Today people tend to make their opinions available to other people via the Internet. As a result, the Web has become an excellent source of consumer opinions. There are now numerous Web resources containing such opinions, e.g., product reviews forums, discussion groups, and blogs. But, it is really difficult for a customer to read all of the reviews and make an informed decision on whether to purchase the product. It is also difficult for the manufacturer of the product to keep track and manage customer opinions. Also, focusing on just user ratings (stars) is not a sufficient source of information for a user or the manufacturer to make decisions. Therefore, mining online reviews (opinion mining) has emerged as an interesting new research direction. Extracting aspects and the corresponding ratings is an important challenge in opinion mining. An aspect is an attribute or component of a product, e.g. zoom for a digital camera. A rating is an intended interpretation of the user satisfaction in terms of numerical values. Reviewers usually express the rating of an aspect by a set of sentiments, e.g. great zoom. In this tutorial we cover opinion mining in online product reviews with the focus on aspect-based opinion mining. This problem is a key task in the area of opinion mining and has attracted a lot of researchers in the information retrieval community recently. Several opinion related information retrieval tasks can benefit from the results of aspect-based opinion mining and therefore it is considered as a fundamental problem. This tutorial covers not only general opinion mining and retrieval tasks, but also state-of-the-art methods, challenges, applications, and also future research directions of aspect-based opinion mining.;Proceedings of the 35th International ACM SIGIR Conference on Research and Development in Information Retrieval;NULO;http://doi.acm.org/10.1145/2348283.2348533;NULO;1184--1184;10.1145/2348283.2348533;978-1-4503-1472-5;Incluir
1092;ASPECT-BASED SENTIMENT ANALYSIS [ASPEKT-BASIERTE SENTIMENT ANALYSIS];SCOPUS;SCOPUS;Bornebusch, F. and Cancino, G. and Fanseu, A.N. and Jalali, M.F. and Mohsen, J. and Nitze, M. and Plump, C. and Yotedje, R.S.D. and Tchambo, H.F. and Toni and Ziegler, H.;2014;nulo erro exportação stat---buscar na web;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84922496114&partnerID=40&md5=5fb3d149b6818dca98e3fec2df032175;P-232;2389-2400;NULO;NULO;Excluir
1090;ASPECT-BASED SENTIMENT ANALYSIS OF AMAZON REVIEWS FOR FITNESS TRACKING DEVICES;SCOPUS;SCOPUS;Shafaee, A. and Issa, H. and Agne, S. and Baumann, S. and Dengel, A.;2014;The year 2012 marked the birth of a new class of wireless wearable fitness trackers (e.g., Fitbit One) that track daily activity from the count of steps taken and calories burned to stairs climbed and sleep patterns. As the recent trend in research extends the use of these devices to a broader range of applications, questioning the reliability and accuracy of these devices became much more legitimate. In this research, we assess the public opinion on these devices through utilizing novel sentiment analysis techniques to build a fully automated aspect-based sentiment summarizer that transfers the sheer amount of Amazon reviews of these products to a user-friendly summary. Product features are extracted using the text of reviews, the description and features sections on Amazon. Another approach is also proposed that extracts the names of competing products and compares their reviews to separate the features from the other common nouns. To enhance sentiment classication, the system combines two sentiment lexicons, handles complex negation types through parsing while handling semantic relations, and assigns the sentiment tothe proper product and feature. The proposed summarizerâ€™s components generally outperform the stateof- the-art methods with notable improvements in detecting product features, competing products and negation and can easily generalize to other domains.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84915737596&partnerID=40&md5=276377e6198f6d5fd323ff10b5796a33;8643;50-61;10.1007/978-3-319-13186-3_6;NULO;Incluir
1091;ASPECT-BASED SENTIMENT ANALYSIS OF MOVIE REVIEWS ON DISCUSSION BOARDS;SCOPUS;SCOPUS;Thet, T.T. and Na, J.-C. and Khoo, C.S.G.;2010;In this article, a method for automatic sentiment analysis of movie reviews is proposed, implemented and evaluated. In contrast to most studies that focus on determining only sentiment orientation (positive versus negative), the proposed method performs fine-grained analysis to determine both the sentiment orientation and sentiment strength of the reviewer towards various aspects of a movie. Sentences in review documents contain independent clauses that express different sentiments toward different aspects of a movie. The method adopts a linguistic approach of computing the sentiment of a clause from the prior sentiment scores assigned to individual words, taking into consideration the grammatical dependency structure of the clause. The prior sentiment scores of about 32,000 individual words are derived from SentiWordNet with the help of a subjectivity lexicon. Negation is delicately handled. The output sentiment scores can be used to identify the most positive and negative clauses or sentences with respect to particular movie aspects. Â© 2010 The Author(s).;Journal of Information Science;Article;http://www.scopus.com/inward/record.url?eid=2-s2.0-78650156237&partnerID=40&md5=59f9d8c9b6a298459f5bbfaf8bb1eea0;36;823-848;10.1177/0165551510388123;NULO;Incluir
1093;ASPECT-BASED TWITTER SENTIMENT CLASSIFICATION;IEEE_A;IEEE;Hsiang Hui Lek and Poo, D.C.C.;2013;Due to the popularity of Twitter, sentiment classification for Twitter has become a hot research topic. Previous studies have approached the problem as a tweet-level classification task where each tweet is classified as positive, negative or neutral. However, getting an overall sentiment might not be useful to organizations which are using twitter for monitoring consumer opinion of their products/services. Instead, it is more useful to determine specifically which aspects of the products/services the users are happy or unhappy about. This paper proposes an aspect-based sentiment classification approach to analyze sentiments for tweets. To the best of our knowledge, we are the first to perform sentiment analysis for Twitter in this manner. We conducted several experiments and show that by incorporating results from the aspect-based sentiment classifier, we are able to improve existing tweet-level classifiers. The experimental results also demonstrated that our approach outperforms existing state-of-the-art approaches.;Tools with Artificial Intelligence (ICTAI), 2013 IEEE 25th International Conference on;NULO;NULO;NULO;366-373;10.1109/ICTAI.2013.62;1082-3409;Incluir
1094;ASPECT-SPECIFIC POLARITY-AWARE SUMMARIZATION OF ONLINE REVIEWS;SCOPUS;SCOPUS;Ou, G.a  b  and Chen, W.a  b  and Liu, P.a  b  and Wang, T.a  b  and Yang, D.a  b  and Lei, K.c  and Liu, Y.d;2013;With the popularity of various social media platforms, the number of online reviews towards different products and services grows dramatically. Discovering sentiments from online reviews becomes an important and challenging task in sentiment analysis. Current methods either extract aspects without separating aspects and sentiments, or extract aspects and sentiments without separating sentiments according to their polarities. In this paper, we propose two novel probabilistic generative models (APSM and ME-APSM) to extract aspects and aspect-specific polarity-aware sentiments from online reviews. We applied our models to two data sets with three different experiments. Experimental results show that APSM and ME-APSM models can extract aspects and polarity-aware sentiments well. For the sentiment classification task, our models outperform other generative models and come close to supervised classification methods. Â© 2013 Springer-Verlag Berlin Heidelberg.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84880016928&partnerID=40&md5=0b29a646b0625e95f194d2dab50232a4;7923 LNCS;289-300;10.1007/978-3-642-38562-9-30;NULO;Incluir
1095;AUTO-ENCODER BASED BAGGING ARCHITECTURE FOR SENTIMENT ANALYSIS;SCOPUS;SCOPUS;Rong, W.a  b  and Nie, Y.c  and Ouyang, Y.a  b  and Peng, B.a  b  and Xiong, Z.a  b;2014;Sentiment analysis has long been a hot topic for under- standing users statements online. Previously many machine learning approaches for sentiment analysis such as simple feature-oriented SVM or more complicated probabilistic models have been proposed. Though they have demon-strated capability in polarity detection, there exist one challenge called the curse of dimensionality due to the high dimensional nature of text-based documents. In this research, inspired by the dimensionality reduction and feature extraction capability of auto-encoders, an auto- encoder-based bagging prediction architecture (AEBPA) is proposed. The experimental study on commonly used datasets has shown its potential. It is believed that this method can offer the researchers in the community further insight into bagging oriented solution for sentimental analysis.;Proceedings: DMS 2014 - 20th International Conference on Distributed Multimedia Systems;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84923931022&partnerID=40&md5=9889c8fbba3da7ec6b72954b87c4de1e;NULO;221-229;NULO;NULO;Incluir
1096;AUTOMATIC EXTRACTION AND CLASSIFICATION APPROACH OF OPINIONS IN TEXTS;IEEE_B;IEEE;Bouchlaghem, R. and Elkhlifi, A. and Faiz, R.;2010;In this paper, we present an approach to automatically extract and classify opinions in texts. We propose a similarity measurement calculating semantically distances between a word and predefined subgroups of seed words. We have evaluated our algorithm on the semantic evaluation company SemEval 2007 corpus, and we obtained the best value of Precision and F1 62% and 61%. As an improvement of 20 % compared to others participants.;Intelligent Systems Design and Applications (ISDA), 2010 10th International Conference on;NULO;NULO;NULO;918-922;10.1109/ISDA.2010.5687072;NULO;Excluir
1097;AUTOMATIC JUDGMENT OF THE SUBJECTIVITY AND OBJECTIVITY OF THE CHINESE WORDS;IEEE_B;IEEE;Zhang Jing and Jin Hao;2010;The effective automatic judgment of the Chinese words sentiment polarity, the most important part of the Chinese sentiment analysis, can improve the building of the subjectivity lexicon and the efficiency of the sentiment analysis. The technology of the Chinese word subjectivity and objectivity judgment is discussed and analyzed, the subjectivity dictionary is defined and the subjective feature model is established by the use of the sentiment polarity of the word and the subjectivity intensity feature set. The machine learning method applied in the subjective feature set achieves the subjectivity classifier to automatically judge the word subjectivity and to compare and optimize. The performance is improved. The highest accuracy of KNN reaches 81.27%, and the F value is up to 81.52%. So it is effective to establish the word subjectivity feature set, using the sentiment polarity of and the subjectivity intensity feature the words. The automatic judgment of the word subjectivity through machine learning achieves excellent performance.;Intelligent Computing and Cognitive Informatics (ICICCI), 2010 International Conference on;NULO;NULO;NULO;160-163;10.1109/ICICCI.2010.58;NULO;Excluir
1098;AUTOMATIC OPINION EXTRACTION FROM WEB DOCUMENTS;SCOPUS;SCOPUS;Shandilya, S.K. and Jain, D.S.;2009;Automatic extraction of human opinions from Web documents has been receiving increasing interest. An important part of the information-gathering behavior has always been to find out what other people think. With the growing availability and popularity of opinionrich resources such as online review sites and personal blogs, new opportunities and challenges arise as people can, and do, actively use information technologies to seek out and understand the opinions of others. The sudden eruption of activity in the area of opinion mining, which deals with the computational treatment of opinion and subjectivity in text, has thus occurred at least in part as a direct response to the surge of interest in new systems that deal directly with opinions as a first-class object. In this paper, we demonstrate an opinion mining framework that extracts the opinions and views of the consumers/customers, and analyze them to provide concrete market flow along with proven statistical data. The software uses classification, clustering and lingual knowledge-based opinion mining for providing these features. Â© 2009 IEEE.;Proceedings - 2009 International Conference on Computer and Automation Engineering, ICCAE 2009;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-66249085936&partnerID=40&md5=6fddacd6a8aedc4412b98fd24c202e75;NULO;351-355;10.1109/ICCAE.2009.15;NULO;Excluir
1099;AUTOMATIC SENTIMENT EXTRACTION FROM YOUTUBE VIDEOS;IEEE_B;IEEE;Kaushik, L. and Sangwan, A. and Hansen, J.H.L.;2013;Extracting speaker sentiment from natural audio streams such as YouTube is challenging. A number of factors contribute to the task difficulty, namely, Automatic Speech Recognition (ASR) of spontaneous speech, unknown background environments, variable source and channel characteristics, accents, diverse topics, etc. In this study, we build upon our previous work [5], where we had proposed a system for detecting sentiment in YouTube videos. Particularly, we propose several enhancements including (i) better text-based sentiment model due to training on larger and more diverse dataset, (ii) an iterative scheme to reduce sentiment model complexity with minimal impact on performance accuracy, (iii) better speech recognition due to superior acoustic modeling and focused (domain dependent) vocabulary/language models, and (iv) a larger evaluation dataset. Collectively, our enhancements provide an absolute 10% improvement over our previous system in terms of sentiment detection accuracy. Additionally, we also present analysis that helps understand the impact of WER (word error rate) on sentiment detection accuracy. Finally, we investigate the relative importance of different Parts-of-Speech (POS) tag features towards sentiment detection. Our analysis reveals the practicality of this technology and also provides several potential directions for future work.;Automatic Speech Recognition and Understanding (ASRU), 2013 IEEE Workshop on;NULO;NULO;NULO;239-244;10.1109/ASRU.2013.6707736;NULO;Excluir
1100;AUTOMATICALLY DETECTING AND RATING PRODUCT ASPECTS FROM TEXTUAL CUSTOMER REVIEWS;SCOPUS;SCOPUS;Bancken, W. and Alfarone, D. and Davis, J.;2014;This paper proposes a new approach to aspect-based sentiment analysis. The goal of our algorithm is to obtain a summary of the most positive and the most negative aspects of a specific product, given a collection of free-text customer reviews. Our approach starts by matching handcrafted dependency paths in individual sentences to find opinions expressed towards candidate aspects. Then, it clusters together different mentions of the same aspect by using a WordNet-based similarity measure. Finally, it computes a sentiment score for each aspect, which represents the overall emerging opinion of a group of customers towards a specific aspect of the product. Our approach does not require any seed word or domain-specific knowledge, as it only employs an off-the-shelf sentiment lexicon. We discuss encouraging preliminary results in detecting and rating aspects from on-line reviews of movies and MP3 players.;CEUR Workshop Proceedings;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84920929643&partnerID=40&md5=ebcb95a9aa8bf85d916c3242ec8d8df4;1202;1-16;NULO;NULO;Incluir
1101;AUTOMATICALLY IDENTIFYING A SOFTWARE PRODUCTS QUALITY ATTRIBUTES THROUGH SENTIMENT ANALYSIS OF TWEETS;IEEE_B;IEEE;Dehkharghani, R. and Yilmaz, C.;2013;Software quality attributes can be identified based on software features such as security, reliability and user-friendliness. This process can be done either manually or automatically. Sentiment analysis refers to the sentiment extraction task from resources such as natural language texts. We study the application of sentiment analysis on extracting the quality attributes of a software product based on the opinions of end-users that have been stated in microblogs such as Twitter. Our findings obtain advantageous techniques such as document frequency of words in a large number of tweets. The extracted results can help software developers know the advantages and disadvantages of their products.;Natural Language Analysis in Software Engineering (NaturaLiSE), 2013 1st International Workshop on;NULO;NULO;NULO;25-30;10.1109/NAturaLiSE.2013.6611717;NULO;Incluir
1102;AUTOMATICALLY MINING REVIEW RECORDS FROM FORUM WEB SITES;IEEE_B;IEEE;Wei Liu and Hualiang Yan and Jianguo Xiao;2010;The rapid development of Web 2.0 bring the flourish of web reviews. Web reviews are usually released in form of structured records. As the important information source for many popular applications(e.g. monitoring and analysis of public opinion), review records need to be extracted accurately from web pages. To the best of our knowledge, little work in literatures has systemically investigated this problem. Besides the variety of web page templates, the user-generated review contents raises a new challenge. The inconsistency of review contents on both DOM tree and visual appearance impair the similarity among review records, which makes a serious impact on performance of the existing solutions on web data record extraction. To tackle this challenge, we propose a novel approach that performs automatic extraction of review records by employing sophisticated techniques. Our experimental results over 20 forum web sites indicate that the proposed approach can achieve high extraction accuracy.;Fuzzy Systems and Knowledge Discovery (FSKD), 2010 Seventh International Conference on;NULO;NULO;5;2450-2455;10.1109/FSKD.2010.5569292;NULO;Excluir
1103;BEAUTIFUL PICTURE OF AN UGLY PLACE. EXPLORING PHOTO COLLECTIONS USING OPINION AND SENTIMENT ANALYSIS OF USER COMMENTS;IEEE_B;IEEE;Kisilevich, S. and Rohrdantz, C. and Keim, D.;2010;User generated content in the form of customer reviews, feedbacks and comments plays an important role in all types of Internet services and activities like news, shopping, forums and blogs. Therefore, the analysis of user opinions is potentially beneficial for the understanding of user attitudes or the improvement of various Internet services. In this paper, we propose a practical unsupervised approach to improve user experience when exploring photo collections by using opinions and sentiments expressed in user comments on the uploaded photos. While most existing techniques concentrate on binary (negative or positive) opinion orientation, we use a real-valued scale for modeling opinion and sentiment strengths. We extract two types of sentiments: opinions that relate to the photo quality and general sentiments targeted towards objects depicted on the photo. Our approach combines linguistic features for part of speech tagging, traditional statistical methods for modeling word importance in the photo comment corpora (in a real-valued scale), and a predefined sentiment lexicon for detecting negative and positive opinion orientation. In addition, a semi-automatic photo feature detection method is applied and a set of syntactic patterns is introduced to resolve opinion references. We implemented a prototype system that incorporates the proposed approach and evaluates it on several regions in the World using real data extracted from Flickr.;Computer Science and Information Technology (IMCSIT), Proceedings of the 2010 International Multiconference on;NULO;NULO;NULO;419-428;NULO;2157-5525;Excluir
1104;BESS OR XBEST: MINING THE MALAYSIAN ONLINE REVIEWS;SCOPUS;SCOPUS;Samsudin, N.a  and Puteh, M.a  and Hamdan, A.R.b;2011;Advancement in information and technology facilities especially the Internet has changed the way we communicate and express opinions or sentiments on services or products that we consume. Opinion mining aims to automate the process of mining opinions into the positive or the negative views. It will benefit both the customers and the sellers in identifying the best product or service. Although there are researchers that explore new techniques of identifying the sentiment polarization, few works have been done on opinion mining created by the Malaysian reviewers. The same scenario happens to micro-text. Therefore in this study, we conduct an exploratory research on opinion mining of online movie reviews collected from several forums and blogs written by the Malaysian. The experiment data are tested using machine learning classifiers i.e. Support VectorMachine, Nave Baiyes and k-Nearest Neighbor. The result illustrates that the performance of these machine learning techniques without any preprocessing of the micro-texts or feature selection is quite low. Therefore additional steps are required in order to mine the opinions from these data. Â© 2011 IEEE.;Conference on Data Mining and Optimization;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-80055025839&partnerID=40&md5=4e4eb2430b0f350bf40e78ab6543656d;NULO;38-43;10.1109/DMO.2011.5976502;NULO;Excluir
1105;CAN PROSODY INFORM SENTIMENT ANALYSIS? EXPERIMENTS ON SHORT SPOKEN REVIEWS;IEEE_B;IEEE;Mairesse, F. and Polifroni, J. and Di Fabbrizio, G.;2012;While most online content is created using textual interfaces, recent improvements in speech recognition accuracy allows the creation of content through speech. This technology allows users to share reviews about entities of interest without any delay, using mobile devices. This paper builds on the previous work on textual sentiment analysis to investigate whether information in the speech signal can be used to predict sentiment from short spoken reviews. For this purpose we collected a short spoken reviews from 84 speakers. Results show that models trained on features characterizing the reviews pitch significantly outperform a majority class baseline, without textual information. When taking text-based sentiment predictions into account, our results suggest that prosody can alleviate the effect of speech recognition errors on sentiment detection, however a larger dataset is needed to test whether this can be done without harming performance on low word error rates.;Acoustics, Speech and Signal Processing (ICASSP), 2012 IEEE International Conference on;NULO;NULO;NULO;5093-5096;10.1109/ICASSP.2012.6289066;1520-6149;Excluir
1106;CHINESE SENTIMENT CLASSIFICATION USING A NEURAL NETWORK TOOL #X2014:, WORD2VEC;IEEE_B;IEEE;Zengcai Su and Hua Xu and Dongwen Zhang and Yunfeng Xu;2014;Sentiment classification is the main and popular task in the field of sentiment analysis. Most of the existing researches focus on how to extract the effective features, such as lexical features and syntactic features, while limited work has been done on the extraction of semantic features, which can make more contributions to sentiment classification. This paper presents a method for sentiment classification based on word2vec. Word2vec is a tool, which establishes the neural network models to learn the vector representations of words in the high dimensional vector space. So it can extract the deep semantic relationships between words. In this paper, firstly, we cluster the similar features together using word2vec. And then we use word2vec again to learn the word representations as candidate feature vectors. After feature selection, the SVMperf package is adopted to train and classify the comment texts. To conduct the experiments, we collect a large number of Chinese comments on clothing products as data set. The experimental results show that the accuracy of sentiment classification is over 90 percent, which proves the effectiveness of proposed method for Chinese sentiment classification.;Multisensor Fusion and Information Integration for Intelligent Systems (MFI), 2014 International Conference on;NULO;NULO;NULO;1-6;10.1109/MFI.2014.6997687;NULO;Excluir
1107;CHINESE SUBJECTIVITY DETECTION USING A SENTIMENT DENSITY-BASED NAIVE BAYESIAN CLASSIFIER;IEEE_B;IEEE;Xin Wang and Guo-Hong Fu;2010;Subjectivity detection plays an important role in many opinion mining systems such as sentiment classifiers and opinion summarization systems. In this paper we present a sentiment density-based naive Bayesian classifier for Chinese subjectivity classification. In this study, we first employ the chi-square technique to automatically extract subjective cues from training data. To represent sentence subjectivity, we calculate sentiment density using the extracted subjective cues and thus construct a set of sentiment density subintervals. Finally, we implement a naive Bayesian classifier with sentiment density subintervals as features for subjectivity classification. We also conduct several experiments on the NTCIR-6 Chinese opinion data, showing the feasibility of the proposed method.;Machine Learning and Cybernetics (ICMLC), 2010 International Conference on;NULO;NULO;6;3299-3304;10.1109/ICMLC.2010.5580700;NULO;Excluir
1108;CLASSIFYING PRODUCT REVIEWS FROM BALANCED DATASETS FOR SENTIMENT ANALYSIS AND OPINION MINING;IEEE_B;IEEE;Sudhakaran, P. and Hariharan, S. and Lu, J.;2014;The Online reviews provided for a product enables web user to make decisions appropriately. These reviews may be positive, negative or neutral in nature. Analyzing and classifying such product reviews have attracted reasonable interest. It has become quite hard to make decisions since we arent able to obtain the decisions quickly. Hence it is required to classify the reviews from balanced data sets for analysis and opinion mining of any applications. The reason for considering balanced data sets is that the decision will not be biased on the category of reviews considered. We have carried out investigations using similarity measures to categorize the reviews correctly. Experiments reveal that the reviews that were mixed in nature were able to be grouped correctly.;Multimedia, Computer Graphics and Broadcasting (MulGraB), 2014 6th International Conference on;NULO;NULO;NULO;29-34;10.1109/MulGraB.2014.14;NULO;Excluir
1109;CLOPINIONMINER: OPINION TARGET EXTRACTION IN A CROSS-LANGUAGE SCENARIO;IEEE_B;IEEE;Zhou, X. and Wan, X. and Xiao, J.;2015;Opinion target extraction is a subtask of opinion mining which is very useful in many applications. The problem has usually been solved by training a sequence labeler on manually labeled data. However, the labeled training datasets are imbalanced in different languages, and the lack of labeled corpus in a language limits the research progress on opinion target extraction in this language. In order to address the above problem, we propose a novel system called CLOpinionMiner which investigates leveraging the rich labeled data in a source language for opinion target extraction in a different target language. In this study, we focus on English-to-Chinese cross-language opinion target extraction. Based on the English dataset, our method produces two Chinese training datasets with different features. Two labeling models for Chinese opinion target extraction are trained based on Conditional Random Fields (CRF). After that, we use a monolingual co-training algorithm to improve the performance of both models by leveraging the enormous unlabeled Chinese review texts on the web. Experimental results show the effectiveness of our proposed approach.;Audio, Speech, and Language Processing, IEEE/ACM Transactions on;NULO;NULO;23;619-630;10.1109/TASLP.2015.2392381;2329-9290;Excluir
1110;CO-EXTRACTING OPINION TARGETS AND OPINION WORDS FROM ONLINE REVIEWS BASED ON THE WORD ALIGNMENT MODEL;IEEE_B;IEEE;Kang Liu and Liheng Xu and Jun Zhao;2015;Mining opinion targets and opinion words from online reviews are important tasks for fine-grained opinion mining, the key component of which involves detecting opinion relations among words. To this end, this paper proposes a novel approach based on the partially-supervised alignment model, which regards identifying opinion relations as an alignment process. Then, a graph-based co-ranking algorithm is exploited to estimate the confidence of each candidate. Finally, candidates with higher confidence are extracted as opinion targets or opinion words. Compared to previous methods based on the nearest-neighbor rules, our model captures opinion relations more precisely, especially for long-span relations. Compared to syntax-based methods, our word alignment model effectively alleviates the negative effects of parsing errors when dealing with informal online texts. In particular, compared to the traditional unsupervised alignment model, the proposed model obtains better precision because of the usage of partial supervision. In addition, when estimating candidate confidence, we penalize higher-degree vertices in our graph-based co-ranking algorithm to decrease the probability of error generation. Our experimental results on three corpora with different sizes and languages show that our approach effectively outperforms state-of-the-art methods.;Knowledge and Data Engineering, IEEE Transactions on;NULO;NULO;27;636-650;10.1109/TKDE.2014.2339850;1041-4347;Excluir
