"ID Paper";"Title";"ID Search Session";"Authors";"Abstract";"Status/Selection";"Status/Extraction";"Reading Priority";"Score";"Year";"Journal";"Keywords";"Type";"comment";"URL";"Volume";"Pages";"DOI";"ISSN/ISBN";"Importation Date";;"(E) Publicações com uma página, pôsteres, apresentações, resumos e índices de anais de eventos e editoriais";"(E) Publicações hospedadas em serviços inacessíveis";"(E) Publicações em idioma não considerado";"(E) Publicação que não se refere a tratamento/manipulação de textos.";"(E) Publicações que não se referem à semântica dos textos.";;"E1- Data da Extração";"E2- Versão/Revisor";"E4- Tipo do estudo : Primário";"E4- Tipo do estudo : Secundário}";"E5-Qual problema é tratado? Alta dimensionalidade, Tamanho dos textos, Qualidade dos textos?";"E6- Quais aspectos semânticos são considerados?";"E7- Como a semântica é representada?";"E8- É utilizada alguma fonte de informação externa? Qual?";"E9- A participação do usuário/especialista do domínio é requerida de alguma meneira? Como é realizada?";"E10- Qual tarefa de mineração de texto é abordada?";"E11-Trata um idioma específico ou é geral? Qual?";"E12- Qual algoritmo é utilizado?";"E13- Como é feita a avaliação dos resultados? Qual medida é utilizada?";"E14- Qual coleção de textos é utilizada?";"E15- É apresentado um caso de uso real? Qual domínio?";"E16- Os resultados apontam para uma vantagem do uso da semântica na mineração de textos?";"E17- É apresentada alguma desvantagem sobre o uso da semântica?";"E18- Notas adicionais (alguma informação importante, insight sobre o estudo ou referência que deve ser acrescentada à revisão sistemática).";"Q1- Os objetivos do trabalho são apresentados de maneira clara? : Sim";"Q1- Os objetivos do trabalho são apresentados de maneira clara? : Não}";"Pontuação para Q1";"Q2- É proposto um novo método que considera a semântica para a mineração de textos? : Sim";"Q2- É proposto um novo método que considera a semântica para a mineração de textos? : Não}";"Pontuação para Q2";"Q3- A coleção de textos está disponível para ser reutilizada? : Sim";"Q3- A coleção de textos está disponível para ser reutilizada? : Não}";"Pontuação para Q3";"Q4- O método utilizado é apresentado de maneira clara? : Sim";"Q4- O método utilizado é apresentado de maneira clara? : Não}";"Pontuação para Q4";"Q5- As abordagens aplicadas são detalhadas de forma que seja possível replicá-las? : Sim";"Q5- As abordagens aplicadas são detalhadas de forma que seja possível replicá-las? : Não}";"Pontuação para Q5";"Q6- Foram conduzidos testes experimentais? : Sim";"Q6- Foram conduzidos testes experimentais? : Não}";"Pontuação para Q6";"Q7- Os resultados são comparados com trabalhos anteriores ou com algum baseline? : Sim";"Q7- Os resultados são comparados com trabalhos anteriores ou com algum baseline? : Não}";"Pontuação para Q7";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Sim Teste";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Não Teste";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Sim Resultado";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Não Resultado]";"Pontuação para Q8";"Q9- As limitações do estudo são apresentadas? : Sim";"Q9- As limitações do estudo são apresentadas? : Não}";"Pontuação para Q9";"Q10-Número de páginas"
17097;"Extracting unrecognized gene relationships from the biomedical literature via matrix factorizations";0;"Kim, H. and Park, H. and Drake, B.L.";"Background: The construction of literature-based networks of gene-gene interactions is one of the most important applications of text mining in bioinformatics. Extracting potential gene relationships from the biomedical literature may be helpful in building biological hypotheses that can be explored further experimentally. Recently, latent semantic indexing based on the singular value decomposition (LSI/SVD) has been applied to gene retrieval. However, the determination of the number of factors k used in the reduced rank matrix is still an open problem. Results: In this paper, we introduce a way to incorporate a priori knowledge of gene relationships into LSI/SVD to determine the number of factors. We also explore the utility of the non-negative matrix factorization (NMF) to extract unrecognized gene relationships from the biomedical literature by taking advantage of known gene relationships. A gene retrieval method based on NMF (GR/NMF) showed comparable performance with LSI/SVD. Conclusion: Using known gene relationships of a given gene, we can determine the number of factors used in the reduced rank matrix and retrieve unrecognized genes related with the given gene by LSI/SVD or GR/ NMF. Â© 2007 Kim et al; licensee BioMed Central Ltd.";"ACCEPTED";"REJECTED";"VERY_LOW";4;"2007";"BMC Bioinformatics";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-38449084004&partnerID=40&md5=277b84129644ede473fb22e601944a51";"8";;;;"01/31/2014";;"N";"N";"N";"N";"N";;"14/05/2014";"1";"Y";"N";"selecao de atributos";"null";"null";"conhecimento a priori";"null";"recuperacao de informacao";"null";"LSI, SVD, Nonnegative Matrix Factorization";"null";"null";"biomedicina";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17098;"A coherent graph-based semantic clustering and summarization approach for biomedical literature and a new summarization evaluation method";0;"Yoo, I.a  and Hu, X.b  and Song, I.-Y.b ";"Background: A huge amount of biomedical textual information has been produced and collected in MEDLINE for decades. In order to easily utilize biomedical information in the free text, document clustering and text summarization together are used as a solution for text information overload problem. In this paper, we introduce a coherent graph-based semantic clustering and summarization approach for biomedical literature. Results: Our extensive experimental results show the approach shows 45% cluster quality improvement and 72% clustering reliability improvement, in terms of misclassification index, over Bisecting K-means as a leading document clustering approach. In addition, our approach provides concise but rich text summary in key concepts and sentences. Conclusion: Our coherent biomedical literature clustering and summarization approach that takes advantage of ontology-enriched graphical representations significantly improves the quality of document clusters and understandability of documents through summaries. Â© 2007 Yoo et al; licensee BioMed Central Ltd.";"ACCEPTED";"REJECTED";"LOW";38;"2007";"BMC Bioinformatics";;"Conference Paper";"17199 e 17209 foram considerados duplicados deste que é mais novo.";"http://www.scopus.com/inward/record.url?eid=2-s2.0-38449085530&partnerID=40&md5=6db87e40b8731f2645ada805fbf66293";"8";;;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"null";"null";"null";"thesaurus";"null";"agrupamento, sumarizacao";"null";"semantic document clustering";"null";"null";"biomedicina";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17100;"Wordplay: An examination of semantic approaches to classify safety reports";0;"Wolfe, S.R.a  b  c ";"Aviation safety reports, such as those of the Aviation Safety Action Program (ASAP) and the Aviation Safety Reporting System (ASRS), provide a valuable record of safety incidents for industry analysts. Unfortunately, the sheer quantity of safety reports often makes it difficult to identify recurring safety issues and their causes. In response, NASA has explored the use of text classification techniques to automatically identify safety issues from the text of safety reports. One common approach for text classification is to use a statistical model of word occurrences in each report (often referred to as a bag of words), and use these models to train a classifier. We performed an experiment to evaluate whether simple semantic approaches could improve classification results with a support vector machine (SVM) classifier by factoring semantic relationships of words into the statistical model. Counter to our intuition, most of these semantic enhancements did not improve classification results. One method of combining meaningful words did show an improvement over the standard approach, however, and is presented along with the results of our study.";"ACCEPTED";"ACCEPTED";"LOW";25;"2007";"Collection of Technical Papers - 2007 AIAA InfoTech at Aerospace Conference";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-35648982939&partnerID=40&md5=0e3dc0ed3f01d379e51496d499b1dc82";"2";"1117-1129";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"representacao textual";"null";"null";"null";"null";"classificacao";"null";"SVM";"null";"null";"aviacao";"null";"null";"Counter to our intuition, most of these semantic enhancements did not improve classification results. One method of combining meaningful words did show an improvement over the standard approach, however, and is presented along with the results of our study.";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"13"
17101;"Using lexical chains for keyword extraction";0;"Ercan, G. and Cicekli, I.";"Keywords can be considered as condensed versions of documents and short forms of their summaries. In this paper, the problem of automatic extraction of keywords from documents is treated as a supervised learning task. A lexical chain holds a set of semantically related words of a text and it can be said that a lexical chain represents the semantic content of a portion of the text. Although lexical chains have been extensively used in text summarization, their usage for keyword extraction problem has not been fully investigated. In this paper, a keyword extraction technique that uses lexical chains is described, and encouraging results are obtained. Â© 2007 Elsevier Ltd. All rights reserved.";"ACCEPTED";"ACCEPTED";"LOW";14;"2007";"Information Processing and Management";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-34547930508&partnerID=40&md5=10f0b619c2748484e7114ec319854eef";"43";"1705-1714";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"selecao de atributos, representacao semantica";"null";"lexical chain";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"10"
17102;"Exploiting aspectual features and connecting words for summarization-inspired temporal-relation extraction";0;"Dorr, B.J.a  and Gaasterland, T.b ";"This paper presents a model that incorporates contemporary theories of tense and aspect and develops a new framework for extracting temporal relations between two sentence-internal events, given their tense, aspect, and a temporal connecting word relating the two events. A linguistic constraint on event combination has been implemented to detect incorrect parser analyses and potentially apply syntactic reanalysis or semantic reinterpretation - in preparation for subsequent processing for multi-document summarization. An important contribution of this work is the extension of two different existing theoretical frameworks - Hornsteins 1990 theory of tense analysis and Allens 1984 theory on event ordering - and the combination of both into a unified system for representing and constraining combinations of different event types (points, closed intervals, and open-ended intervals). We show that our theoretical results have been verified in a large-scale corpus analysis. The framework is designed to inform a temporally motivated sentence-ordering module in an implemented multi-document summarization system. Â© 2007 Elsevier Ltd. All rights reserved.";"ACCEPTED";"ACCEPTED";"LOW";2;"2007";"Information Processing and Management";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-34547931461&partnerID=40&md5=b882143906695288db1798d84644384c";"43";"1681-1704";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"informacao temporal";"null";"null";"null";"null";"relation extraction, sumarizacao";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"24"
17105;"Text classification based on partial least square analysis";0;"Zeng, X.-Q.a  b  and Wang, M.-W.c  and Nie, J.-Y.d ";"Latent Semantic Indexing (LSI) is a favorite feature extraction method used in text classification. Since when important global features for all the classes can be determined by LSI, important local features for small classes may be ignored, this leads to poor performance on these small classes. To solve this problem, a novel method based on Partial Least Square (PLS) analysis is proposed by integrating class information into the latent classification structure. Important features are extracted according to both their descriptive power of document contents as in LSI, and their capacity of discriminating classes. The extracted features are applied to several classification algorithms: SVM, kNN, C4.5 and SMO. Experiments on Reuters prove that the features extracted by our method outperform those extracted by LSI in all the cases. In particular, the gain obtained by our method is the most apparent on small classes. Copyright 2007 ACM.";"ACCEPTED";"REJECTED";"VERY_LOW";20;"2007";"Proceedings of the ACM Symposium on Applied Computing";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-35248885559&partnerID=40&md5=3804cafef5caea68c1732349f671dc83";;"834-838";;;"01/31/2014";;"N";"N";"N";"N";"N";;"14/05/2014";"1";"Y";"N";"selecao de atributos";"null";"null";"null";"null";"classificacao";"null";"PLS, SVM, KNN, C4.5, SMO";"null";"Reuters";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17109;"Spam email classification using an adaptive ontology";0;"Youn, S. and McLeod, D.";"Email has become one of the fastest and most economical forms of communication. However, the increase of email users has resulted in the dramatic increase of spam emails during the past few years. As spammers always try to find a way to evade existing filters, new filters need to be developed to catch spam. Ontologies allow for machine-understandable semantics of data. It is important to share information with each other for more effective spam filtering. Thus, it is necessary to build ontology and a framework for efficient email filtering. Using ontology that is specially designed to filter spam, bunch of unsolicited bulk email could be filtered out on the system. Similar to other filters, the ontology evolves with the user requests. Hence the ontology would be customized for the user. This paper proposes to find an efficient spam email filtering method using adaptive ontology. Â© 2007 ACADEMY PUBLISHER.";"ACCEPTED";"REJECTED";"LOW";9;"2007";"Journal of Software";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-72949106170&partnerID=40&md5=a8aed2f3e64ad6481814925f1aea720f";"2";"43-55";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"null";"null";"null";"thesaurus";"null";"geracao automatica de ontologia, classificacao";"null";"null";"null";"null";"filtragem de email";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17111;"Yahoo! for amazon: Sentiment extraction from small talk on the Web";0;"Das, S.R.a  and Chen, M.Y.b ";"Extracting sentiment from text is a hard semantic problem. We develop a methodology for extracting small investor sentiment from stock message boards. The algorithm comprises different classifier algorithms coupled together by a voting scheme. Accuracy levels are similar to widely used Bayes classifiers, but false positives are lower and sentiment accuracy higher. Time series and cross-sectional aggregation of message information improves the quality of the resultant sentiment index, particularly in the presence of slang and ambiguity. Empirical applications evidence a relationship with stock values-tech-sector postings are related to stock index levels, and to volumes and volatility. The algorithms may be used to assess the impact on investor opinion of management announcements, press releases, third-party news, and regulatory changes. Â© 2007 INFORMS.";"ACCEPTED";"ACCEPTED";"LOW";4;"2007";"Management Science";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-38549141929&partnerID=40&md5=9f34a441c8fadb0379b8816f1c150ca1";"53";"1375-1388";;;"01/31/2014";;"N";"N";"N";"N";"N";;"09/08/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"analise de sentimentos, classificacao";"null";"null";"null";"null";"setor financeiro";"null";"null";"Uso de series temporais";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"14"
17113;"Rich features based Conditional Random Fields for biological named entities recognition";0;"Sun, C. and Guan, Y. and Wang, X. and Lin, L.";"Biological named entity recognition is a critical task for automatically mining knowledge from biological literature. In this paper, this task is cast as a sequential labeling problem and Conditional Random Fields model is introduced to solve it. Under the framework of Conditional Random Fields model, rich features including literal, context and semantics are involved. Among these features, shallow syntactic features are first introduced, which effectively improve the models performance. Experiments show that our method can achieve an F-measure of 71.2% in an open evaluation data, which is better than most of state-of-the-art systems. Â© 2007 Elsevier Ltd. All rights reserved.";"ACCEPTED";"REJECTED";"VERY_LOW";6;"2007";"Computers in Biology and Medicine";;"Article";"Trata-se de reconhecimento de entidades nomeadas.";"http://www.scopus.com/inward/record.url?eid=2-s2.0-34447291383&partnerID=40&md5=36d07ce4596e1c6366dc5e36d2286095";"37";"1327-1333";;;"01/31/2014";;"N";"N";"N";"N";"N";;"12/08/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"reconhecimento de entidades nomeadas";"null";"CRF";"F-measure";"null";"biomedicina";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17114;"Domain analysis for the construction of a conceptual structure: A case study";0;"Arencibia-Jorge, R.a  and Vega-Almeida, R.L.b  and MartÃ­-Lahera, Y.c ";"This work describes the construction of a conceptual structure, as a result of the domain analysis of the current research on Benign Prostatic Hyperplasia (BPH), through different techniques based on the citations and semantic analysis. A sample which covers all published articles about the disease in mainstream journals was chosen. A total of 1,968 articles from 2000 through 2004 were retrieved from Science Citation Index. Author Co-citation Analysis (ACA) techniques and semantic analysis were used and the results were represented by different informatic programs. A macrostructure of the domain of the current research on BPH was identified through bibliometric techniques. The text mining techniques allowed validation of the identified macrostructure and the obtainment of the most frequent words in the text. The semantic analysis of the most cited reviews on BPH during the studied period allowed the definition of the categories to be used in the structure. Finally, a conceptual structure to be used as controlled (structured) language in the information retrieval, inside of a specialized information system on the approach of the disease is shown.";"ACCEPTED";"REJECTED";"LOW";10;"2007";"Libres";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-35349006328&partnerID=40&md5=7201fd541aee2bf405cde394bbaf3ebc";"17";;;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/07/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"null";"null";"analise semantica";"null";"Science Citation Index";"biomedicina";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17116;"Empowering software maintainers with semantic web technologies";0;"Witte, R.a  and Zhang, Y.b  and Rilling, J.b ";"Software maintainers routinely have to deal with a multitude of artifacts, like source code or documents, which often end up disconnected, due to their different representations and the size and complexity of legacy systems. One of the main challenges in software maintenance is to establish and maintain the semantic connections among all the different artifacts. In this paper, we show how Semantic Web technologies can deliver a unified representation to explore, query and reason about a multitude of software artifacts. A novel feature is the automatic integration of two important types of software maintenance artifacts, source code and documents, by populating their corresponding sub-ontologies through code analysis and text mining. We demonstrate how the resulting ""Software Semantic Web"" can support typical maintenance tasks through ontology queries and Description Logic reasoning, such as security analysis, architectural evolution, and traceability recovery between code and documents. Â© Springer-Verlag Berlin Heidelberg 2007.";"ACCEPTED";"REJECTED";"VERY_LOW";17;"2007";"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)";;"Conference Paper";"Trata-se de aplicação da semantic web.";"http://www.scopus.com/inward/record.url?eid=2-s2.0-34548061634&partnerID=40&md5=3a5fbf23daea47025aa21d47c8735115";"4519 LNCS";"37-52";;;"01/31/2014";;"N";"N";"N";"N";"N";;"12/08/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"engenharia de software";"null";"null";"semantic web";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17119;"Automatic detection of arguments in legal texts";0;"Moens, M.-F.a  and Boiy, E.a  and Palau, R.M.a  and Reed, C.b ";"This paper provides the results of experiments on the detection of arguments in texts among which are legal texts. The detection is seen as a classification problem. A classifier is trained on a set of annotated arguments. Different feature sets are evaluated involving lexical, syntactic, semantic and discourse properties of the texts. The experiments are a first step in the context of automatically classifying arguments in legal texts according to their rhetorical type and their visualization for convenient access and search. Copyright 2007 ACM.";"ACCEPTED";"ACCEPTED";"LOW";32;"2007";"Proceedings of the International Conference on Artificial Intelligence and Law";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-34548009846&partnerID=40&md5=6071b0aada55234ea49270a907efabeb";;"225-230";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"representacao textual";"null";"null";"null";"null";"classificacao, pre-processamento";"null";"null";"null";"null";"setor judiciario";"null";"null";"Different feature sets are evaluated involving lexical, syntactic, semantic and discourse properties of the texts";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"6"
17123;"The semantic-document approach to combining documents and ontologies";0;"Eriksson, H.";"An ontology is a powerful way of representing knowledge for multiple purposes. There are several ontology languages for describing concepts, properties, objects, and relationships. However, ontologies in information systems are not primarily written for human reading and communication among humans. For many business, government, and scientific purposes, written documents are the primary description and communication media for human knowledge communication. Unfortunately, there is a significant gap between knowledge expressed as textual documents and knowledge represented as ontologies. Semantic documents aim at combining documents and ontologies, and allowing users to access the knowledge in multiple ways. By adding annotations to electronic-document formats and including ontologies in electronic documents, it is possible to reconcile documents and ontologies, and to provide new services, such as ontology-based searches of large document databases. To accomplish this goal, semantic documents require tools that support both complex ontologies and advanced document formats. The ProtÃ©gÃ© ontology editor, together with a custom-tailored documentation-handling extension, enables developers to create semantic documents by linking preexisting documents to ontologies. Â© 2007 Elsevier Ltd. All rights reserved.";"ACCEPTED";"REJECTED";"VERY_LOW";15;"2007";"International Journal of Human Computer Studies";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-34249018240&partnerID=40&md5=87171015d30ce77502bfe5a2833e234e";"65";"624-639";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"null";"null";"null";"null";"null";"representacao de conhecimento";"null";"null";"null";"null";"null";"null";"null";"Apresenta um sistema para criar documentos semanticos: colocar links para ontologias em documentos textuais.";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17124;"Psychiatric consultation record retrieval using scenario-based representation and multilevel mixture model";0;"Yu, L.-C.a  and Wu, C.-H.a  and Jang, F.-L.b ";"Psychiatric consultation record retrieval attempts to help people to efficiently and effectively locate the consultation records relevant to their depressive problems. Consultation records can also make people aware that they are not alone, because many individuals have suffered from the same or similar problems. Additionally, people can understand how to alleviate their depressive symptoms according to recommendations from health professionals. To achieve this goal, this paper proposes the use of a scenario-based representation, i.e., a symptom-based structural representation, to capture the depressive symptoms and their semantic relations, such as cause-effect and temporal relations, for understanding users queries clearly. The symptoms and relations are identified from semantic mining and analysis of consultation records. The multilevel mixture model is adopted to estimate the relevance of queries and consultation records based on the structural information. Experimental results show that the proposed approach achieves higher precision than does a term-based flat representation. An experiment is also conducted to examine the effect of error propagation resulting from incorrect identification of symptoms and relations. Experimental results demonstrate that combining different approaches can improve the retrieval robustness. Â© 2007 IEEE.";"ACCEPTED";"REJECTED";"LOW";15;"2007";"IEEE Transactions on Information Technology in Biomedicine";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-34547101977&partnerID=40&md5=f4241d737d25c272bcd8182367abe15e";"11";"415-427";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"representacao textual";"null";"null";"null";"null";"recuperacao de informacao";"null";"multilevel mixture model";"null";"null";"biomedicina";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17126;"Semantic labeling of data by using the Web";0;"Rigutini, L. and Di Iorio, E. and Ernandes, M. and Maggini, M.";"This paper proposes a system for automatically categorizing terms or lexical entities into a predefined set of semantic domains. We present an approach that exploits the knowledge available in the Web to create a model of each term or entity (Entity Context Lexicons - ECLs). Each profile is simply a list of terms (similar to the Bag-Of-Words representation in text categorization) and it is composed primarily by the words often appearing in the same contexts of the entity. These profiles model the contexts in which the entity usually appears and they can be subsequently processed by an automatic classifier. Moreover, we propose and validate a profile-based categorization model developed for this particular task which uses the ECLs of the training entities to build a profile for each class (Class-Context lexicon - CCL). Finally, we propose a technique for dealing with multi-label classification based on a decision module that exploits a neural network. We show the effectiveness of the proposed approach on a term categorization task using a standard benchmark composed of a set of domain-specific lexicons (WordNetDomains). Â© 2006 IEEE.";"ACCEPTED";"REJECTED";"LOW";25;"2007";"Proceedings - 2006 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT 2006 Workshops Proceedings)";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-34250730716&partnerID=40&md5=891acefcba0845bc31fd0156b467f3eb";;"638-641";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"representacao textual";"null";"null";"web";"null";"classificacao";"null";"Redes Neurais";"null";"null";"null";"null";"null";"WordNetDomains";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17128;"Recognition of pornographic Web pages by classifying texts and images";0;"Hu, W.a  and Wu, O.a  and Chen, Z.a  and Fu, Z.a  and Maybank, S.b ";"With the rapid development of the World Wide Web, people benefit more and more from the sharing of information. However, Web pages with obscene, harmful, or illegal content can be easily accessed. It is important to recognize such unsuitable, offensive, or pornographic Web pages. In this paper, a novel framework for recognizing pornographic Web pages is described. A C4.5 decision tree is used to divide Web pages, according to content representations, into continuous text pages, discrete text pages, and image pages. These three categories of Web pages are handled, respectively, by a continuous text classifier, a discrete text classifier, and an algorithm that fuses the results from the image classifier and the discrete text classifier. In the continuous text classifier, statistical and semantic features are used to recognize pornographic texts. In the discrete text classifier, the naive Bayes rule is used to calculate the probability that a discrete text is pornographic. In the image classifier, the objects contour-based features are extracted to recognize pornographic images. In the text and image fusion algorithm, the Bayes theory is used to combine the recognition results from images and texts. Experimental results demonstrate that the continuous text classifier outperforms the traditional keyword-statistics-based classifier, the contour-based image classifier outperforms the traditional skin-region-based image classifier, the results obtained by our fusion algorithm outperform those by either of the individual classifiers, and our framework can be adapted to different categories of Web pages. Â© 2007 IEEE.";"ACCEPTED";"REJECTED";"LOW";42;"2007";"IEEE Transactions on Pattern Analysis and Machine Intelligence";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-34247608298&partnerID=40&md5=f7777c6956019002568987d72b751d1b";"29";"1019-1034";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"atributos semanticos";"null";"null";"null";"null";"classificacao";"null";"C4.5, Naive Bayes";"null";"null";"web";"null";"null";"Identificacao de sites pornograficos usando classificacao de textos e imagens.";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
17133;"Informed recommender: Basing recommendations on consumer product reviews";0;"Aciar, S.a  c  and Zhang, D.b  d  and Simoff, S.b  d  and Debenham, J.b  d ";"An Informed recommender has been developed that uses prioritized consumer product reviews to make recommendations and maps each piece of review comment using text mining techniques. The recommender uses ontology that provides a controlled vocabulary and relationships among words to describe the consumers skill level and experience with the product in the review comment in the system. The recommender process involves the useful information to be useful for the recommendation process. The recommender system makes a recommendation based on the ontology data, and therefore, recommendation quality depends on accurately mapping the proper knowledge from the semantic features in the review comments. When a user requests an evaluation of a particular product based on certain features, the overall feature quality is calculated from reviews containing the valuation of this feature.";"ACCEPTED";"REJECTED";"VERY_LOW";4;"2007";"IEEE Intelligent Systems";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-34250007634&partnerID=40&md5=20c7ed9b4211b3662cc3b37375ca043e";"22";"39-47";;;"01/31/2014";;"N";"N";"N";"N";"N";;"03/08/2014";"1";"Y";"N";"null";"atributos semanticos";"null";"thesaurus";"null";"recomendacao";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
